like1,parx,pary,parz,simulation_0,chain
inf,-8.13,-5.215,-5.83,inf,1.0
inf,1.605,-8.945,0.797,inf,1.0
8016.0,2.994,1.743,8.33,8016.0,1.0
inf,-3.857,8.32,8.0,inf,1.0
inf,-0.641,6.047,-6.848,inf,1.0
inf,2.787,-9.06,-7.918,inf,1.0
inf,-7.105,-6.883,0.699,inf,1.0
inf,-1.479,-6.426,-5.297,inf,1.0
inf,4.098,-9.805,-0.628,inf,1.0
inf,9.78,2.38,0.05652,inf,1.0
inf,7.703,-7.77,4.26,inf,1.0
1781.0,-1.053,-2.72,5.676,1781.0,1.0
2996.0,0.993,2.795,2.645,2996.0,1.0
inf,-7.723,1.278,-9.0,inf,1.0
inf,0.7183,-8.586,3.344,inf,1.0
inf,9.61,2.707,-3.258,inf,1.0
inf,-8.86,-3.645,-8.875,inf,1.0
inf,9.76,-3.125,5.85,inf,1.0
inf,-7.13,9.89,-0.2322,inf,1.0
inf,-8.16,-9.664,-5.574,inf,1.0
45020.0,4.477,0.5557,8.7,45020.0,1.0
1972.0,-0.3289,1.442,-2.152,1972.0,1.0
inf,-8.12,-9.18,-7.227,inf,1.0
2292.0,-2.756,2.84,8.414,2292.0,1.0
inf,8.9,7.812,-5.66,inf,1.0
inf,-3.037,7.39,-2.623,inf,1.0
inf,-8.96,-0.7827,-0.2216,inf,1.0
inf,-8.99,-0.2362,8.63,inf,1.0
inf,4.57,8.61,-8.25,inf,1.0
inf,8.664,-7.934,-8.32,inf,1.0
inf,7.684,-9.23,-5.742,inf,1.0
inf,6.52,-7.133,2.594,inf,1.0
inf,-0.3154,-6.18,4.67,inf,1.0
inf,-0.3076,8.586,-9.37,inf,1.0
6350.0,0.3645,1.903,-4.15,6350.0,1.0
27410.0,-3.734,-1.958,8.375,27410.0,1.0
inf,-0.673,4.125,-8.74,inf,1.0
inf,-0.874,-5.633,1.135,inf,1.0
3178.0,1.311,0.612,-5.152,3178.0,1.0
inf,8.81,4.6,-7.504,inf,1.0
inf,9.2,5.285,-5.555,inf,1.0
20160.0,-3.611,-0.2333,-4.957,20160.0,1.0
22080.0,3.97,1.345,-1.778,22080.0,1.0
inf,2.215,-5.996,2.4,inf,1.0
inf,-7.668,-3.16,3.795,inf,1.0
30960.0,4.32,1.113,0.2556,30960.0,1.0
inf,6.953,-9.66,8.164,inf,1.0
30060.0,4.223,0.532,1.251,30060.0,1.0
inf,9.19,3.8,-6.656,inf,1.0
13250.0,3.578,1.799,-0.1229,13250.0,1.0
42240.0,-4.055,-3.025,2.55,42240.0,1.0
inf,9.92,8.64,0.912,inf,1.0
inf,5.883,2.316,-7.63,inf,1.0
inf,-6.3,2.514,2.512,inf,1.0
inf,-7.676,-0.8296,0.965,inf,1.0
inf,8.79,-6.23,-9.88,inf,1.0
inf,6.207,-9.88,-7.176,inf,1.0
inf,9.625,3.836,3.037,inf,1.0
inf,-0.1599,-7.38,-9.375,inf,1.0
inf,-4.016,9.12,9.266,inf,1.0
inf,-5.65,-3.828,-7.562,inf,1.0
inf,2.678,9.445,-0.828,inf,1.0
inf,-1.9,-5.35,-6.85,inf,1.0
inf,-0.5503,8.2,-7.41,inf,1.0
inf,-8.836,6.562,6.22,inf,1.0
48930.0,3.418,5.55,9.57,48930.0,1.0
inf,1.561,-9.77,-2.621,inf,1.0
inf,0.7993,-5.1,-9.59,inf,1.0
11440.0,-2.914,1.286,9.555,11440.0,1.0
inf,6.93,-9.45,-4.7,inf,1.0
50700.0,-4.43,-1.213,-6.992,50700.0,1.0
inf,-2.457,9.35,2.72,inf,1.0
inf,0.91,-6.76,-1.1455,inf,1.0
inf,-3.996,9.06,4.33,inf,1.0
24260.0,0.651,-3.72,-1.158,24260.0,1.0
inf,-1.176,-6.605,7.992,inf,1.0
inf,9.55,-6.434,-7.098,inf,1.0
inf,-2.379,-5.17,-9.766,inf,1.0
inf,-1.393,7.023,-0.005383,inf,1.0
inf,5.887,5.535,-9.02,inf,1.0
inf,-2.2,9.8,-2.516,inf,1.0
inf,-6.273,7.97,5.383,inf,1.0
inf,-7.48,-4.95,-2.14,inf,1.0
inf,7.01,5.63,-4.418,inf,1.0
inf,-1.731,7.266,6.367,inf,1.0
inf,9.45,7.652,-5.54,inf,1.0
inf,8.65,-5.14,3.254,inf,1.0
inf,7.586,7.137,6.875,inf,1.0
inf,-6.004,3.793,-3.56,inf,1.0
4020.0,-2.62,1.319,-1.322,4020.0,1.0
inf,-8.07,-5.09,6.19,inf,1.0
inf,-5.066,-4.727,5.203,inf,1.0
5704.0,1.8125,1.275,-5.656,5704.0,1.0
inf,-4.902,-8.59,4.457,inf,1.0
13520.0,-2.193,3.738,2.4,13520.0,1.0
inf,2.531,8.56,5.066,inf,1.0
inf,3.861,-6.746,-10.0,inf,1.0
inf,9.59,-1.734,5.133,inf,1.0
inf,1.441,-6.79,8.83,inf,1.0
inf,-3.316,7.68,6.89,inf,1.0
inf,-3.045,-8.016,3.383,inf,1.0
inf,7.75,-4.0,-9.6,inf,1.0
15320.0,3.229,-1.926,3.006,15320.0,1.0
inf,-6.332,-8.83,-3.969,inf,1.0
inf,-6.43,-6.297,-7.27,inf,1.0
inf,4.11,4.1,-6.457,inf,1.0
inf,7.5,9.28,-3.385,inf,1.0
inf,6.133,-8.02,-2.797,inf,1.0
inf,-7.44,-4.05,7.656,inf,1.0
inf,4.844,9.445,1.229,inf,1.0
45020.0,0.695,-4.793,2.428,45020.0,1.0
inf,-9.43,4.906,-1.881,inf,1.0
7104.0,2.03,-2.441,0.6763,7104.0,1.0
inf,-6.086,-0.0934,1.304,inf,1.0
inf,-8.99,0.691,-9.68,inf,1.0
inf,-9.99,0.0962,8.66,inf,1.0
inf,-4.36,-6.93,-4.52,inf,1.0
16940.0,3.324,-1.019,-3.834,16940.0,1.0
34100.0,4.035,-0.4285,8.04,34100.0,1.0
inf,-1.968,8.77,-3.047,inf,1.0
inf,-9.19,0.643,5.918,inf,1.0
inf,1.396,-8.9,-1.01,inf,1.0
1644.0,0.537,-2.594,3.896,1644.0,1.0
inf,6.03,-1.137,-3.86,inf,1.0
inf,-5.53,-7.844,-5.074,inf,1.0
inf,1.369,-7.254,3.602,inf,1.0
inf,-7.57,-9.984,-4.68,inf,1.0
inf,1.725,7.477,-6.25,inf,1.0
inf,6.297,4.95,9.04,inf,1.0
inf,-4.69,7.574,-5.12,inf,1.0
40480.0,-0.539,-4.836,3.928,40480.0,1.0
inf,2.955,-9.0,-3.324,inf,1.0
16940.0,0.786,-3.361,-1.097,16940.0,1.0
inf,-4.57,-5.895,-2.172,inf,1.0
55400.0,-1.889,-4.152,-4.996,55400.0,1.0
inf,-7.574,-3.947,-5.17,inf,1.0
inf,2.812,9.66,7.12,inf,1.0
inf,-9.305,-5.65,-4.99,inf,1.0
6670.0,3.025,2.1,8.53,6670.0,1.0
inf,7.715,6.04,-7.746,inf,1.0
inf,9.46,1.022,-0.271,inf,1.0
inf,0.697,6.062,-4.574,inf,1.0
inf,7.637,6.742,8.47,inf,1.0
inf,-5.09,7.49,5.043,inf,1.0
inf,-5.332,-6.543,-3.357,inf,1.0
10040.0,0.3367,2.953,-0.887,10040.0,1.0
9920.0,-1.528,-0.2766,9.69,9920.0,1.0
inf,7.73,8.445,-4.324,inf,1.0
23570.0,3.8,2.838,-1.985,23570.0,1.0
inf,7.64,-7.754,8.484,inf,1.0
inf,-4.207,-3.734,-4.652,inf,1.0
inf,8.81,1.222,8.93,inf,1.0
inf,-6.9,4.066,-8.77,inf,1.0
inf,-7.406,-1.362,6.797,inf,1.0
inf,4.176,-4.82,-3.613,inf,1.0
5784.0,-1.511,-2.848,2.51,5784.0,1.0
inf,7.746,-7.184,-7.906,inf,1.0
inf,0.967,-5.332,-4.04,inf,1.0
inf,2.553,8.664,6.824,inf,1.0
inf,-4.195,-5.94,9.45,inf,1.0
inf,0.4912,6.285,-1.862,inf,1.0
inf,7.582,0.1365,0.5703,inf,1.0
10930.0,2.943,0.829,7.61,10930.0,1.0
inf,-5.973,1.087,-3.834,inf,1.0
inf,8.945,-6.465,-1.642,inf,1.0
inf,3.293,-8.84,-8.76,inf,1.0
inf,-1.792,-8.77,-3.852,inf,1.0
inf,8.49,4.46,3.53,inf,1.0
inf,-1.302,-8.33,3.31,inf,1.0
2886.0,-0.534,-1.114,-3.94,2886.0,1.0
inf,9.195,4.03,1.529,inf,1.0
18400.0,-3.02,-3.668,8.94,18400.0,1.0
inf,9.14,1.715,8.125,inf,1.0
inf,7.82,-8.9,-2.805,inf,1.0
inf,5.35,5.5,7.664,inf,1.0
42400.0,-4.58,1.341,8.03,42400.0,1.0
inf,-2.24,5.594,-7.875,inf,1.0
inf,-8.555,4.26,5.227,inf,1.0
12610.0,-2.377,2.205,-5.82,12610.0,1.0
inf,9.836,0.2493,3.613,inf,1.0
inf,3.902,-8.336,-3.795,inf,1.0
22450.0,0.4534,4.35,4.535,22450.0,1.0
inf,6.688,-8.52,3.37,inf,1.0
inf,9.375,5.41,-7.895,inf,1.0
inf,9.49,3.535,-4.086,inf,1.0
23100.0,2.85,-3.98,6.67,23100.0,1.0
inf,3.717,6.426,8.11,inf,1.0
inf,-9.1,-3.61,-9.164,inf,1.0
inf,-4.473,5.457,-6.543,inf,1.0
inf,-9.47,-7.62,-3.55,inf,1.0
inf,-3.842,9.22,0.716,inf,1.0
inf,8.11,-0.605,-0.08954,inf,1.0
inf,5.684,-7.594,-1.498,inf,1.0
inf,1.936,-5.14,-0.03038,inf,1.0
inf,-3.68,8.45,3.004,inf,1.0
inf,0.6426,7.74,2.63,inf,1.0
11864.0,2.393,3.441,1.192,11864.0,1.0
inf,-6.195,-2.664,-7.227,inf,1.0
inf,-8.58,-8.125,3.695,inf,1.0
257.0,0.8906,0.4758,1.797,257.0,1.0
inf,-5.844,-3.816,9.3,inf,1.0
inf,8.94,1.861,-9.04,inf,1.0
36800.0,0.637,3.98,-3.0,36800.0,1.0
inf,-7.3,3.312,-3.195,inf,1.0
inf,6.07,-2.459,-0.895,inf,1.0
inf,-6.586,-8.74,-3.441,inf,1.0
inf,-9.14,0.802,0.984,inf,1.0
inf,-2.707,-9.32,3.324,inf,1.0
inf,-1.072,9.664,-2.309,inf,1.0
inf,-4.55,-6.812,-4.043,inf,1.0
inf,-9.37,-1.966,9.84,inf,1.0
49860.0,-4.875,1.669,-0.3835,49860.0,1.0
inf,8.05,4.152,5.395,inf,1.0
inf,-7.92,7.08,-9.88,inf,1.0
inf,-4.98,-4.758,3.197,inf,1.0
31150.0,-2.545,3.826,-2.805,31150.0,1.0
inf,6.67,5.387,-0.7183,inf,1.0
inf,1.159,-9.016,-9.36,inf,1.0
inf,5.6,-4.17,7.168,inf,1.0
inf,0.972,7.0,-2.938,inf,1.0
inf,7.34,-8.7,6.2,inf,1.0
12560.0,-2.758,-0.3914,-7.695,12560.0,1.0
7840.0,3.02,0.801,-2.406,7840.0,1.0
inf,8.87,-8.74,0.3347,inf,1.0
inf,-9.08,-0.825,-2.473,inf,1.0
inf,-5.617,2.719,6.79,inf,1.0
inf,4.93,-8.266,-0.7397,inf,1.0
inf,8.06,9.234,-5.562,inf,1.0
inf,7.047,-2.514,4.99,inf,1.0
inf,-4.64,7.64,-5.047,inf,1.0
inf,-9.34,9.32,7.035,inf,1.0
5980.0,0.6694,-3.176,3.266,5980.0,1.0
inf,5.15,-8.6,-4.97,inf,1.0
inf,-7.52,-1.181,-8.52,inf,1.0
inf,9.49,-8.38,-2.6,inf,1.0
inf,-7.38,2.725,2.54,inf,1.0
inf,5.76,-1.116,-3.22,inf,1.0
30580.0,3.826,-2.602,9.64,30580.0,1.0
inf,-4.56,-9.01,5.277,inf,1.0
inf,-0.6533,7.08,-0.04187,inf,1.0
22050.0,3.857,0.543,-3.584,22050.0,1.0
48420.0,1.416,3.86,-7.035,48420.0,1.0
inf,5.586,4.33,3.309,inf,1.0
inf,-9.77,8.555,0.639,inf,1.0
inf,5.164,7.734,9.72,inf,1.0
inf,0.3628,8.36,1.634,inf,1.0
inf,7.703,4.87,1.725,inf,1.0
1961.0,0.3684,2.328,1.575,1961.0,1.0
28350.0,4.2,4.04,6.375,28350.0,1.0
inf,-5.117,1.595,9.67,inf,1.0
inf,-7.254,-9.97,5.06,inf,1.0
inf,-8.21,5.543,-5.87,inf,1.0
inf,6.434,-9.61,-9.46,inf,1.0
49470.0,2.3,-4.84,3.645,49470.0,1.0
inf,-0.05222,7.117,-4.37,inf,1.0
6940.0,2.424,-2.342,4.152,6940.0,1.0
inf,0.6226,9.78,7.133,inf,1.0
inf,-7.586,-4.734,-8.664,inf,1.0
inf,-7.098,-9.96,-1.3,inf,1.0
inf,8.82,-1.876,8.57,inf,1.0
inf,7.484,5.582,-6.19,inf,1.0
9350.0,-3.135,2.111,-1.358,9350.0,1.0
inf,-7.93,-8.69,-4.887,inf,1.0
inf,6.277,5.637,-1.352,inf,1.0
inf,3.027,6.117,6.54,inf,1.0
inf,6.66,7.574,3.912,inf,1.0
inf,2.361,-6.27,-2.982,inf,1.0
inf,7.57,-2.967,7.72,inf,1.0
inf,0.675,-9.2,-7.418,inf,1.0
7628.0,2.08,-1.46,8.664,7628.0,1.0
inf,5.37,-3.426,9.03,inf,1.0
inf,-5.21,8.4,1.74,inf,1.0
inf,6.02,0.6284,1.649,inf,1.0
inf,-5.85,-2.799,-4.848,inf,1.0
inf,-7.742,-5.645,2.11,inf,1.0
inf,2.213,-9.8,4.176,inf,1.0
442.8,-0.873,1.429,4.027,442.8,1.0
inf,5.22,0.0875,0.636,inf,1.0
inf,6.168,8.305,-0.6875,inf,1.0
1430.0,-0.4985,-0.374,3.865,1430.0,1.0
inf,7.742,5.152,6.285,inf,1.0
inf,4.98,7.94,-0.97,inf,1.0
inf,-9.18,-0.1437,-3.006,inf,1.0
inf,6.535,0.7993,-9.11,inf,1.0
inf,4.77,3.64,-4.57,inf,1.0
12770.0,2.902,2.291,-4.24,12770.0,1.0
inf,-5.92,1.584,7.16,inf,1.0
inf,-9.42,-1.16,1.667,inf,1.0
inf,7.527,-6.754,-8.06,inf,1.0
inf,-0.8535,5.566,-6.42,inf,1.0
inf,9.48,-4.598,-4.156,inf,1.0
inf,2.762,-8.04,-2.713,inf,1.0
inf,8.91,7.0,7.395,inf,1.0
inf,7.523,4.54,-6.453,inf,1.0
inf,9.76,-5.082,6.05,inf,1.0
inf,5.895,3.082,0.7446,inf,1.0
inf,-0.1805,-9.55,3.482,inf,1.0
inf,-8.65,-1.126,-7.777,inf,1.0
23420.0,0.04132,-2.47,-8.99,23420.0,1.0
16070.0,-3.432,0.7295,6.727,16070.0,1.0
inf,-7.33,7.64,-6.234,inf,1.0
inf,-1.12,9.48,-1.802,inf,1.0
inf,-9.22,-1.073,3.691,inf,1.0
inf,-9.11,2.795,8.664,inf,1.0
30000.0,4.08,0.943,8.21,30000.0,1.0
36130.0,-1.169,3.44,-7.055,36130.0,1.0
inf,2.004,-4.82,-9.984,inf,1.0
inf,7.246,-4.05,5.71,inf,1.0
inf,-4.25,-4.285,-3.238,inf,1.0
inf,9.055,-9.02,0.83,inf,1.0
25090.0,-3.875,-0.7456,-0.9517,25090.0,1.0
inf,9.016,7.887,-3.363,inf,1.0
25950.0,-3.09,-3.607,3.74,25950.0,1.0
6056.0,-0.93,1.948,-3.904,6056.0,1.0
48500.0,-4.918,2.193,5.73,48500.0,1.0
10320.0,-2.67,-0.11017,-7.11,10320.0,1.0
25730.0,3.955,-0.3984,0.495,25730.0,1.0
inf,-5.902,6.984,2.48,inf,1.0
inf,-0.4597,-8.75,-0.0348,inf,1.0
inf,-6.156,-4.54,-9.38,inf,1.0
inf,-4.7,-4.824,4.74,inf,1.0
inf,-5.31,-2.488,0.4856,inf,1.0
inf,8.67,3.766,-2.525,inf,1.0
inf,-9.75,-6.355,4.477,inf,1.0
inf,-9.5,6.44,8.734,inf,1.0
2888.0,1.026,-1.215,-3.39,2888.0,1.0
inf,-8.36,-4.81,8.14,inf,1.0
inf,9.984,0.11694,9.79,inf,1.0
inf,5.785,-4.734,-0.5796,inf,1.0
56000.0,-4.887,0.3052,1.856,56000.0,1.0
inf,7.734,-8.8,1.774,inf,1.0
23620.0,-4.09,1.82,-0.4514,23620.0,1.0
inf,6.22,-0.663,-3.922,inf,1.0
56160.0,-2.84,-3.316,-9.77,56160.0,1.0
17950.0,0.1895,-3.172,-2.934,17950.0,1.0
11480.0,0.0441,-2.604,-3.605,11480.0,1.0
inf,-8.945,-2.84,6.36,inf,1.0
inf,-8.64,-5.863,6.047,inf,1.0
inf,6.863,2.441,4.46,inf,1.0
inf,-1.956,5.94,1.337,inf,1.0
inf,3.732,-7.434,-7.1,inf,1.0
inf,-1.692,-7.53,-3.322,inf,1.0
inf,-4.74,-8.71,5.273,inf,1.0
42370.0,-4.316,-1.806,5.664,42370.0,1.0
inf,-6.875,-2.303,4.594,inf,1.0
inf,-8.05,9.34,-1.497,inf,1.0
inf,-5.2,3.81,-1.032,inf,1.0
inf,-7.723,4.203,-5.42,inf,1.0
inf,1.317,7.973,8.375,inf,1.0
inf,-9.984,6.11,-7.797,inf,1.0
inf,-4.75,-2.943,-4.77,inf,1.0
inf,6.402,9.266,2.875,inf,1.0
inf,-9.43,-1.35,2.182,inf,1.0
inf,4.074,9.52,4.324,inf,1.0
inf,6.86,1.892,9.04,inf,1.0
20500.0,3.508,-0.9214,-4.633,20500.0,1.0
inf,-8.72,-5.617,-6.215,inf,1.0
7510.0,-1.45,4.113,8.5,7510.0,1.0
inf,9.336,4.156,-9.34,inf,1.0
inf,-4.23,-8.95,-8.89,inf,1.0
45600.0,3.43,-3.01,-6.344,45600.0,1.0
inf,-2.516,-8.48,8.29,inf,1.0
inf,-3.041,-8.04,-2.076,inf,1.0
inf,2.195,-6.25,6.043,inf,1.0
inf,6.004,-0.1157,6.74,inf,1.0
inf,-8.586,-6.363,7.08,inf,1.0
inf,-1.513,4.316,-9.71,inf,1.0
inf,3.146,-7.785,-7.207,inf,1.0
inf,-1.201,-8.68,6.29,inf,1.0
49100.0,4.297,-3.033,3.877,49100.0,1.0
inf,-6.332,3.86,-7.645,inf,1.0
7724.0,0.135,1.948,-4.777,7724.0,1.0
59230.0,-5.105,2.635,0.3591,59230.0,1.0
inf,-4.08,9.6,1.345,inf,1.0
inf,-7.76,5.727,4.48,inf,1.0
inf,8.2,3.66,-9.805,inf,1.0
10270.0,-3.463,2.547,2.848,10270.0,1.0
4824.0,2.281,-1.154,4.113,4824.0,1.0
inf,-9.33,-0.05096,2.762,inf,1.0
inf,6.25,-1.236,9.89,inf,1.0
2692.0,-2.719,2.674,9.266,2692.0,1.0
inf,0.5947,-5.55,-1.86,inf,1.0
inf,5.7,-1.01,9.47,inf,1.0
inf,0.0952,8.195,-7.05,inf,1.0
inf,-9.03,-2.934,-0.7607,inf,1.0
inf,-3.549,7.043,3.979,inf,1.0
49760.0,2.742,-3.516,-7.027,49760.0,1.0
inf,-6.59,0.972,-6.473,inf,1.0
37570.0,-4.227,3.75,0.792,37570.0,1.0
inf,7.285,-4.707,4.668,inf,1.0
inf,-2.246,8.67,-1.927,inf,1.0
inf,2.865,4.727,-6.84,inf,1.0
inf,-4.52,-7.387,8.08,inf,1.0
inf,5.242,-7.695,8.086,inf,1.0
920.0,1.576,0.00485,-1.744,920.0,1.0
inf,2.447,5.094,-9.04,inf,1.0
43870.0,1.73,-3.91,-4.477,43870.0,1.0
inf,-9.875,1.364,-3.91,inf,1.0
inf,3.979,5.812,-8.4,inf,1.0
inf,9.78,8.86,-3.566,inf,1.0
inf,-1.738,-4.844,-7.84,inf,1.0
inf,5.78,9.28,-9.12,inf,1.0
26420.0,-1.466,-4.227,2.912,26420.0,1.0
inf,-5.266,0.768,-9.34,inf,1.0
inf,5.586,-6.055,-7.586,inf,1.0
7284.0,-2.766,1.484,8.09,7284.0,1.0
inf,-8.766,-2.68,8.945,inf,1.0
21310.0,-3.791,0.1373,3.256,21310.0,1.0
inf,-6.89,-5.305,-7.39,inf,1.0
inf,-5.445,-0.703,7.19,inf,1.0
inf,-3.674,8.805,1.921,inf,1.0
inf,-4.625,9.55,-6.45,inf,1.0
10620.0,-2.432,-1.356,-5.457,10620.0,1.0
31520.0,-1.365,-2.8,-9.27,31520.0,1.0
inf,8.47,-3.268,-1.776,inf,1.0
inf,-8.65,4.27,1.999,inf,1.0
inf,-8.766,6.465,-1.142,inf,1.0
inf,6.258,-5.816,1.55,inf,1.0
inf,6.08,-0.6235,5.484,inf,1.0
45920.0,2.357,3.703,-7.63,45920.0,1.0
inf,2.586,-8.08,8.56,inf,1.0
inf,-1.075,-8.27,-0.597,inf,1.0
inf,5.484,-3.303,-5.32,inf,1.0
inf,3.654,9.0,9.336,inf,1.0
inf,4.27,-5.1,-8.31,inf,1.0
inf,-0.387,8.67,5.957,inf,1.0
inf,0.4785,5.19,-7.742,inf,1.0
inf,8.15,-8.7,-8.02,inf,1.0
inf,-8.445,9.67,-3.7,inf,1.0
inf,0.611,8.61,-0.06464,inf,1.0
inf,0.04288,-9.08,7.695,inf,1.0
inf,-2.025,-4.742,-9.55,inf,1.0
inf,8.78,3.746,3.516,inf,1.0
6404.0,2.852,2.22,-0.4617,6404.0,1.0
inf,-7.297,1.732,5.312,inf,1.0
inf,9.195,4.973,2.547,inf,1.0
inf,-9.64,4.457,-5.824,inf,1.0
inf,9.37,-6.54,-2.973,inf,1.0
1427.0,1.438,-1.665,3.262,1427.0,1.0
inf,-6.8,3.371,-9.66,inf,1.0
inf,8.875,-9.56,-6.754,inf,1.0
inf,8.195,-6.645,4.695,inf,1.0
inf,2.11,8.89,-7.37,inf,1.0
inf,-5.582,-1.55,-7.953,inf,1.0
inf,8.234,-6.016,1.276,inf,1.0
inf,7.867,5.74,-0.967,inf,1.0
33660.0,3.174,3.49,-4.95,33660.0,1.0
inf,0.737,9.56,-6.082,inf,1.0
inf,-8.164,5.64,-8.36,inf,1.0
inf,-8.15,5.51,1.482,inf,1.0
927.0,-1.632,1.985,0.988,927.0,1.0
inf,-7.223,-9.97,-5.67,inf,1.0
inf,-8.14,-2.176,-1.121,inf,1.0
42460.0,-3.61,-2.56,-6.91,42460.0,1.0
6770.0,2.043,-0.358,-6.73,6770.0,1.0
inf,5.383,-1.72,-3.334,inf,1.0
inf,-1.981,-8.42,3.377,inf,1.0
inf,-7.96,8.625,6.758,inf,1.0
14530.0,-0.1268,3.434,0.2343,14530.0,1.0
6464.0,2.416,-1.88,1.296,6464.0,1.0
inf,-5.49,0.4832,4.55,inf,1.0
10510.0,2.336,-2.732,1.32,10510.0,1.0
7740.0,-1.614,-2.69,0.2234,7740.0,1.0
25330.0,-2.527,3.107,-5.91,25330.0,1.0
4964.0,-2.76,2.652,2.053,4964.0,1.0
inf,0.6733,7.53,-8.445,inf,1.0
inf,-6.434,8.56,9.3,inf,1.0
inf,3.936,-9.664,2.729,inf,1.0
12904.0,-0.3,4.312,8.055,12904.0,1.0
inf,3.732,-7.5,6.32,inf,1.0
inf,-2.271,-6.195,-5.336,inf,1.0
inf,8.27,7.332,-6.707,inf,1.0
inf,-2.96,5.785,4.066,inf,1.0
inf,-5.348,-4.344,-7.68,inf,1.0
20400.0,-3.604,-1.255,2.53,20400.0,1.0
inf,7.688,8.68,-7.984,inf,1.0
inf,7.715,4.656,-6.49,inf,1.0
inf,-8.875,3.793,7.816,inf,1.0
inf,3.43,-5.805,9.32,inf,1.0
inf,4.445,6.02,0.2537,inf,1.0
inf,1.084,-7.78,-2.06,inf,1.0
inf,2.14,-8.0,1.704,inf,1.0
2284.0,-2.084,-0.4194,0.2087,2284.0,1.0
inf,-6.484,7.56,-1.242,inf,1.0
inf,-7.145,6.145,3.709,inf,1.0
inf,7.312,1.294,-8.59,inf,1.0
inf,1.802,7.168,4.562,inf,1.0
inf,7.227,2.88,7.27,inf,1.0
14940.0,-2.672,0.0745,-9.96,14940.0,1.0
inf,5.453,-5.67,-3.357,inf,1.0
inf,4.336,-9.29,9.05,inf,1.0
inf,2.42,7.535,-7.695,inf,1.0
2568.0,-0.1929,-0.6343,-4.617,2568.0,1.0
inf,7.277,1.357,6.38,inf,1.0
29550.0,-3.848,0.1437,-8.95,29550.0,1.0
inf,-2.6,6.9,-6.16,inf,1.0
33280.0,-2.008,5.12,8.01,33280.0,1.0
266.5,1.419,0.646,1.308,266.5,1.0
9270.0,3.082,1.266,-3.385,9270.0,1.0
3014.0,2.057,0.744,4.797,3014.0,1.0
inf,-8.21,-6.945,5.977,inf,1.0
inf,-8.8,-8.95,-6.46,inf,1.0
inf,-0.000901,-5.164,-3.684,inf,1.0
inf,4.73,4.668,0.0832,inf,1.0
21180.0,1.363,2.908,-6.055,21180.0,1.0
inf,-4.23,9.914,6.39,inf,1.0
inf,-0.3477,-5.875,5.96,inf,1.0
inf,5.855,9.3,0.5776,inf,1.0
46000.0,-4.72,0.8267,0.4895,46000.0,1.0
inf,0.846,-7.484,8.73,inf,1.0
inf,8.09,-7.234,9.87,inf,1.0
inf,2.592,6.305,-5.555,inf,1.0
13070.0,0.1287,-1.555,-8.9,13070.0,1.0
inf,4.89,5.137,4.97,inf,1.0
14984.0,0.9927,-1.84,-8.52,14984.0,1.0
inf,-3.49,6.152,-2.762,inf,1.0
inf,-0.733,7.2,0.1532,inf,1.0
inf,4.87,5.816,-1.561,inf,1.0
inf,-0.8076,5.63,-1.683,inf,1.0
inf,-4.19,-9.87,1.471,inf,1.0
16700.0,1.826,-4.24,7.52,16700.0,1.0
inf,-9.02,2.42,2.31,inf,1.0
inf,-6.195,3.316,9.37,inf,1.0
61120.0,-4.797,2.588,-7.223,61120.0,1.0
inf,9.29,3.125,-3.867,inf,1.0
2138.0,0.2874,0.4087,4.777,2138.0,1.0
inf,-5.785,1.903,-8.25,inf,1.0
29630.0,-4.035,2.344,-4.58,29630.0,1.0
inf,8.69,4.297,-7.79,inf,1.0
inf,-7.484,-1.953,-1.468,inf,1.0
inf,9.61,-2.105,-0.0706,inf,1.0
inf,5.695,4.52,-4.035,inf,1.0
48100.0,4.246,-3.354,6.465,48100.0,1.0
inf,-7.395,-8.336,7.58,inf,1.0
inf,-7.42,-8.36,2.303,inf,1.0
inf,9.65,-2.787,-5.11,inf,1.0
inf,8.21,7.688,4.484,inf,1.0
inf,-5.26,7.785,5.684,inf,1.0
16640.0,1.151,4.6,8.72,16640.0,1.0
inf,-5.33,5.254,-1.086,inf,1.0
51650.0,-1.157,5.242,5.082,51650.0,1.0
inf,9.16,-3.215,-3.96,inf,1.0
inf,8.83,7.316,-6.312,inf,1.0
inf,-1.569,9.14,-8.88,inf,1.0
861.0,-0.4058,-0.1514,2.936,861.0,1.0
inf,8.82,-3.473,-1.219,inf,1.0
inf,-3.695,9.75,-7.57,inf,1.0
inf,1.468,-7.44,4.555,inf,1.0
30990.0,3.955,-1.348,6.383,30990.0,1.0
inf,-3.004,9.28,-1.704,inf,1.0
inf,-6.77,6.367,-7.01,inf,1.0
838.5,-2.19,2.055,5.105,838.5,1.0
inf,1.192,5.523,0.446,inf,1.0
inf,0.4548,-8.49,7.555,inf,1.0
inf,-3.307,-6.742,-0.594,inf,1.0
inf,8.12,1.603,-3.473,inf,1.0
inf,0.1978,7.145,4.02,inf,1.0
9470.0,3.21,0.634,-0.623,9470.0,1.0
inf,-9.64,-3.719,-1.76,inf,1.0
inf,-6.51,3.03,-3.238,inf,1.0
4644.0,-0.5024,2.803,1.54,4644.0,1.0
inf,6.46,1.626,-2.053,inf,1.0
inf,-7.742,-0.012566,2.455,inf,1.0
inf,-6.36,-1.529,-3.844,inf,1.0
inf,6.227,-0.1814,8.73,inf,1.0
inf,-6.918,-6.6,-2.932,inf,1.0
